EU-< 7 years-<1 year-web,25
EU-<10 years-<1 year-web,60
EU-<15 years-<1 year-web,35
EU->15 years-<1 year-web,1
EU-undefined-<1 year-web,0
ASIA-< 7 years-<1 year-web,13
ASIA-<10 years-<1 year-web,22
ASIA-<15 years-<1 year-web,15
ASIA->15 years-<1 year-web,1
ASIA-undefined-<1 year-web,0
CAN-< 7 years-<1 year-web,2
CAN-<10 years-<1 year-web,13
CAN-<15 years-<1 year-web,4
CAN->15 years-<1 year-web,0
CAN-undefined-<1 year-web,0
OC-< 7 years-<1 year-web,1
OC-<10 years-<1 year-web,3
OC-<15 years-<1 year-web,0
OC->15 years-<1 year-web,0
OC-undefined-<1 year-web,0
SA-< 7 years-<1 year-web,4
SA-<10 years-<1 year-web,7
SA-<15 years-<1 year-web,0
SA->15 years-<1 year-web,1
SA-undefined-<1 year-web,0
AF-< 7 years-<1 year-web,0
AF-<10 years-<1 year-web,0
AF-<15 years-<1 year-web,0
AF->15 years-<1 year-web,0
AF-undefined-<1 year-web,0
USA-< 7 years-<3 year-web,7
USA-<10 years-<3 year-web,223
USA-<15 years-<3 year-web,217
USA->15 years-<3 year-web,51
USA-undefined-<3 year-web,0
EU-< 7 years-<3 year-web,1
EU-<10 years-<3 year-web,56
EU-<15 years-<3 year-web,43
EU->15 years-<3 year-web,2
EU-undefined-<3 year-web,0
ASIA-< 7 years-<3 year-web,0
ASIA-<10 years-<3 year-web,17
ASIA-<15 years-<3 year-web,21
ASIA->15 years-<3 year-web,1
ASIA-undefined-<3 year-web,0
CAN-< 7 years-<3 year-web,0
CAN-<10 years-<3 year-web,12
CAN-<15 years-<3 year-web,7
CAN->15 years-<3 year-web,1
CAN-undefined-<3 year-web,0
OC-< 7 years-<3 year-web,1
OC-<10 years-<3 year-web,3
OC-<15 years-<3 year-web,1
OC->15 years-<3 year-web,0
OC-undefined-<3 year-web,0
SA-< 7 years-<3 year-web,0
SA-<10 years-<3 year-web,5
SA-<15 years-<3 year-web,1
SA->15 years-<3 year-web,0
SA-undefined-<3 year-web,0
AF-< 7 years-<3 year-web,0
AF-<10 years-<3 year-web,1
AF-<15 years-<3 year-web,0
AF->15 years-<3 year-web,0
AF-undefined-<3 year-web,0
USA-< 7 years->3 year-web,0
USA-<10 years->3 year-web,17
USA-<15 years->3 year-web,90
USA->15 years->3 year-web,121
USA-undefined->3 year-web,0
EU-< 7 years->3 year-web,0
EU-<10 years->3 year-web,4
EU-<15 years->3 year-web,33
EU->15 years->3 year-web,28
EU-undefined->3 year-web,0
ASIA-< 7 years->3 year-web,0
ASIA-<10 years->3 year-web,4
ASIA-<15 years->3 year-web,10
ASIA->15 years->3 year-web,14
ASIA-undefined->3 year-web,0
CAN-< 7 years->3 year-web,0
CAN-<10 years->3 year-web,0
CAN-<15 years->3 year-web,4
CAN->15 years->3 year-web,6
CAN-undefined->3 year-web,0
OC-< 7 years->3 year-web,0
OC-<10 years->3 year-web,0
OC-<15 years->3 year-web,3
OC->15 years->3 year-web,2
OC-undefined->3 year-web,0
SA-< 7 years->3 year-web,0
SA-<10 years->3 year-web,0
SA-<15 years->3 year-web,1
SA->15 years->3 year-web,1
SA-undefined->3 year-web,0
AF-< 7 years->3 year-web,0
AF-<10 years->3 year-web,0
AF-<15 years->3 year-web,0
AF->15 years->3 year-web,1
AF-undefined->3 year-web,0
USA-< 7 years-no_fund-web,247
USA-<10 years-no_fund-web,1220
USA-<15 years-no_fund-web,1210
USA->15 years-no_fund-web,1467
USA-undefined-no_fund-web,0
EU-< 7 years-no_fund-web,142
EU-<10 years-no_fund-web,493
EU-<15 years-no_fund-web,539
EU->15 years-no_fund-web,512
EU-undefined-no_fund-web,0
ASIA-< 7 years-no_fund-web,86
ASIA-<10 years-no_fund-web,264
ASIA-<15 years-no_fund-web,197
ASIA->15 years-no_fund-web,195
ASIA-undefined-no_fund-web,0
CAN-< 7 years-no_fund-web,27
CAN-<10 years-no_fund-web,111
CAN-<15 years-no_fund-web,110
CAN->15 years-no_fund-web,99
CAN-undefined-no_fund-web,0
OC-< 7 years-no_fund-web,12
OC-<10 years-no_fund-web,65
OC-<15 years-no_fund-web,62
OC->15 years-no_fund-web,54
OC-undefined-no_fund-web,0
SA-< 7 years-no_fund-web,15
SA-<10 years-no_fund-web,54
SA-<15 years-no_fund-web,15
SA->15 years-no_fund-web,19
SA-undefined-no_fund-web,0
AF-< 7 years-no_fund-web,4
AF-<10 years-no_fund-web,20
AF-<15 years-no_fund-web,20
AF->15 years-no_fund-web,10
AF-undefined-no_fund-web,0
USA-< 7 years-<1 month-ecommerce,24
USA-<10 years-<1 month-ecommerce,65
USA-<15 years-<1 month-ecommerce,25
USA->15 years-<1 month-ecommerce,9
USA-undefined-<1 month-ecommerce,0
EU-< 7 years-<1 month-ecommerce,20
EU-<10 years-<1 month-ecommerce,40
EU-<15 years-<1 month-ecommerce,23
EU->15 years-<1 month-ecommerce,1
EU-undefined-<1 month-ecommerce,0
ASIA-< 7 years-<1 month-ecommerce,5
ASIA-<10 years-<1 month-ecommerce,18
ASIA-<15 years-<1 month-ecommerce,6
ASIA->15 years-<1 month-ecommerce,0
ASIA-undefined-<1 month-ecommerce,0
CAN-< 7 years-<1 month-ecommerce,2
CAN-<10 years-<1 month-ecommerce,3
CAN-<15 years-<1 month-ecommerce,5
CAN->15 years-<1 month-ecommerce,0
CAN-undefined-<1 month-ecommerce,0
OC-< 7 years-<1 month-ecommerce,1
OC-<10 years-<1 month-ecommerce,2
OC-<15 years-<1 month-ecommerce,2
OC->15 years-<1 month-ecommerce,0
OC-undefined-<1 month-ecommerce,0
SA-< 7 years-<1 month-ecommerce,4
SA-<10 years-<1 month-ecommerce,10
SA-<15 years-<1 month-ecommerce,1
SA->15 years-<1 month-ecommerce,0
SA-undefined-<1 month-ecommerce,0
AF-< 7 years-<1 month-ecommerce,2
AF-<10 years-<1 month-ecommerce,1
AF-<15 years-<1 month-ecommerce,0
AF->15 years-<1 month-ecommerce,0
AF-undefined-<1 month-ecommerce,0
USA-< 7 years-<1 year-ecommerce,41
USA-<10 years-<1 year-ecommerce,102
USA-<15 years-<1 year-ecommerce,43
USA->15 years-<1 year-ecommerce,3
USA-undefined-<1 year-ecommerce,0
EU-< 7 years-<1 year-ecommerce,29
EU-<10 years-<1 year-ecommerce,38
EU-<15 years-<1 year-ecommerce,10
EU->15 years-<1 year-ecommerce,0
EU-undefined-<1 year-ecommerce,0
ASIA-< 7 years-<1 year-ecommerce,14
ASIA-<10 years-<1 year-ecommerce,39
ASIA-<15 years-<1 year-ecommerce,2
ASIA->15 years-<1 year-ecommerce,0
ASIA-undefined-<1 year-ecommerce,0
CAN-< 7 years-<1 year-ecommerce,2
CAN-<10 years-<1 year-ecommerce,6
CAN-<15 years-<1 year-ecommerce,1
CAN->15 years-<1 year-ecommerce,0
CAN-undefined-<1 year-ecommerce,0
OC-< 7 years-<1 year-ecommerce,2
OC-<10 years-<1 year-ecommerce,3
OC-<15 years-<1 year-ecommerce,0
OC->15 years-<1 year-ecommerce,0
OC-undefined-<1 year-ecommerce,0
SA-< 7 years-<1 year-ecommerce,11
SA-<10 years-<1 year-ecommerce,13
SA-<15 years-<1 year-ecommerce,0
SA->15 years-<1 year-ecommerce,0
SA-undefined-<1 year-ecommerce,0
AF-< 7 years-<1 year-ecommerce,2
AF-<10 years-<1 year-ecommerce,2
AF-<15 years-<1 year-ecommerce,0
AF->15 years-<1 year-ecommerce,0
AF-undefined-<1 year-ecommerce,0
USA-< 7 years-<3 year-ecommerce,4
USA-<10 years-<3 year-ecommerce,120
USA-<15 years-<3 year-ecommerce,54
USA->15 years-<3 year-ecommerce,12
USA-undefined-<3 year-ecommerce,0
EU-< 7 years-<3 year-ecommerce,3
EU-<10 years-<3 year-ecommerce,66
EU-<15 years-<3 year-ecommerce,27
EU->15 years-<3 year-ecommerce,5
EU-undefined-<3 year-ecommerce,0
ASIA-< 7 years-<3 year-ecommerce,1
ASIA-<10 years-<3 year-ecommerce,44
ASIA-<15 years-<3 year-ecommerce,14
ASIA->15 years-<3 year-ecommerce,2
ASIA-undefined-<3 year-ecommerce,0
CAN-< 7 years-<3 year-ecommerce,0
CAN-<10 years-<3 year-ecommerce,4
CAN-<15 years-<3 year-ecommerce,2
CAN->15 years-<3 year-ecommerce,0
CAN-undefined-<3 year-ecommerce,0
OC-< 7 years-<3 year-ecommerce,0
OC-<10 years-<3 year-ecommerce,4
OC-<15 years-<3 year-ecommerce,2
OC->15 years-<3 year-ecommerce,0
OC-undefined-<3 year-ecommerce,0
SA-< 7 years-<3 year-ecommerce,0
SA-<10 years-<3 year-ecommerce,7
SA-<15 years-<3 year-ecommerce,1
SA->15 years-<3 year-ecommerce,1
SA-undefined-<3 year-ecommerce,0
AF-< 7 years-<3 year-ecommerce,1
AF-<10 years-<3 year-ecommerce,4
AF-<15 years-<3 year-ecommerce,0
AF->15 years-<3 year-ecommerce,0
AF-undefined-<3 year-ecommerce,0
USA-< 7 years->3 year-ecommerce,0
USA-<10 years->3 year-ecommerce,14
USA-<15 years->3 year-ecommerce,51
USA->15 years->3 year-ecommerce,118
USA-undefined->3 year-ecommerce,0
EU-< 7 years->3 year-ecommerce,0
EU-<10 years->3 year-ecommerce,6
EU-<15 years->3 year-ecommerce,29
EU->15 years->3 year-ecommerce,30
EU-undefined->3 year-ecommerce,0
ASIA-< 7 years->3 year-ecommerce,0
ASIA-<10 years->3 year-ecommerce,3
ASIA-<15 years->3 year-ecommerce,11
ASIA->15 years->3 year-ecommerce,11
ASIA-undefined->3 year-ecommerce,0
CAN-< 7 years->3 year-ecommerce,0
CAN-<10 years->3 year-ecommerce,1
CAN-<15 years->3 year-ecommerce,2
CAN->15 years->3 year-ecommerce,5
CAN-undefined->3 year-ecommerce,0
OC-< 7 years->3 year-ecommerce,0
OC-<10 years->3 year-ecommerce,1
OC-<15 years->3 year-ecommerce,1
OC->15 years->3 year-ecommerce,1
OC-undefined->3 year-ecommerce,0
SA-< 7 years->3 year-ecommerce,0
SA-<10 years->3 year-ecommerce,1
SA-<15 years->3 year-ecommerce,4
SA->15 years->3 year-ecommerce,1
SA-undefined->3 year-ecommerce,0
AF-< 7 years->3 year-ecommerce,0
AF-<10 years->3 year-ecommerce,1
AF-<15 years->3 year-ecommerce,0
AF->15 years->3 year-ecommerce,1
AF-undefined->3 year-ecommerce,0
USA-< 7 years-no_fund-ecommerce,205
USA-<10 years-no_fund-ecommerce,627
USA-<15 years-no_fund-ecommerce,429
USA->15 years-no_fund-ecommerce,847
USA-undefined-no_fund-ecommerce,0
EU-< 7 years-no_fund-ecommerce,150
EU-<10 years-no_fund-ecommerce,387
EU-<15 years-no_fund-ecommerce,310
EU->15 years-no_fund-ecommerce,390
EU-undefined-no_fund-ecommerce,0
ASIA-< 7 years-no_fund-ecommerce,136
ASIA-<10 years-no_fund-ecommerce,292
ASIA-<15 years-no_fund-ecommerce,142
ASIA->15 years-no_fund-ecommerce,208
ASIA-undefined-no_fund-ecommerce,0
CAN-< 7 years-no_fund-ecommerce,19
CAN-<10 years-no_fund-ecommerce,40
CAN-<15 years-no_fund-ecommerce,38
CAN->15 years-no_fund-ecommerce,59
CAN-undefined-no_fund-ecommerce,0
OC-< 7 years-no_fund-ecommerce,16
OC-<10 years-no_fund-ecommerce,33
OC-<15 years-no_fund-ecommerce,27
OC->15 years-no_fund-ecommerce,40
OC-undefined-no_fund-ecommerce,0
SA-< 7 years-no_fund-ecommerce,14
SA-<10 years-no_fund-ecommerce,37
SA-<15 years-no_fund-ecommerce,19
SA->15 years-no_fund-ecommerce,11
SA-undefined-no_fund-ecommerce,0
AF-< 7 years-no_fund-ecommerce,5
AF-<10 years-no_fund-ecommerce,21
AF-<15 years-no_fund-ecommerce,8
AF->15 years-no_fund-ecommerce,10
AF-undefined-no_fund-ecommerce,0
USA-< 7 years-<1 month-games_video,11
USA-<10 years-<1 month-games_video,44
USA-<15 years-<1 month-games_video,51
USA->15 years-<1 month-games_video,3
USA-undefined-<1 month-games_video,0
EU-< 7 years-<1 month-games_video,10
EU-<10 years-<1 month-games_video,25
EU-<15 years-<1 month-games_video,17
EU->15 years-<1 month-games_video,1
EU-undefined-<1 month-games_video,0
ASIA-< 7 years-<1 month-games_video,3
ASIA-<10 years-<1 month-games_video,17
ASIA-<15 years-<1 month-games_video,10
ASIA->15 years-<1 month-games_video,0
ASIA-undefined-<1 month-games_video,0
CAN-< 7 years-<1 month-games_video,0
CAN-<10 years-<1 month-games_video,5
CAN-<15 years-<1 month-games_video,6
CAN->15 years-<1 month-games_video,0
CAN-undefined-<1 month-games_video,0
OC-< 7 years-<1 month-games_video,0
OC-<10 years-<1 month-games_video,2
OC-<15 years-<1 month-games_video,2
OC->15 years-<1 month-games_video,0
OC-undefined-<1 month-games_video,0
SA-< 7 years-<1 month-games_video,2
SA-<10 years-<1 month-games_video,1
SA-<15 years-<1 month-games_video,2
SA->15 years-<1 month-games_video,0
SA-undefined-<1 month-games_video,0
AF-< 7 years-<1 month-games_video,0
AF-<10 years-<1 month-games_video,1
AF-<15 years-<1 month-games_video,0
AF->15 years-<1 month-games_video,0
AF-undefined-<1 month-games_video,0
USA-< 7 years-<1 year-games_video,17
USA-<10 years-<1 year-games_video,77
USA-<15 years-<1 year-games_video,72
USA->15 years-<1 year-games_video,3
USA-undefined-<1 year-games_video,0
EU-< 7 years-<1 year-games_video,3
EU-<10 years-<1 year-games_video,22
EU-<15 years-<1 year-games_video,19
EU->15 years-<1 year-games_video,0
EU-undefined-<1 year-games_video,0
ASIA-< 7 years-<1 year-games_video,1
ASIA-<10 years-<1 year-games_video,10
ASIA-<15 years-<1 year-games_video,9
ASIA->15 years-<1 year-games_video,0
ASIA-undefined-<1 year-games_video,0
CAN-< 7 years-<1 year-games_video,3
CAN-<10 years-<1 year-games_video,7
CAN-<15 years-<1 year-games_video,2
CAN->15 years-<1 year-games_video,0
CAN-undefined-<1 year-games_video,0
OC-< 7 years-<1 year-games_video,1
OC-<10 years-<1 year-games_video,2
OC-<15 years-<1 year-games_video,0
OC->15 years-<1 year-games_video,0
OC-undefined-<1 year-games_video,0
SA-< 7 years-<1 year-games_video,0
SA-<10 years-<1 year-games_video,1
SA-<15 years-<1 year-games_video,0
SA->15 years-<1 year-games_video,1
SA-undefined-<1 year-games_video,0
AF-< 7 years-<1 year-games_video,0
AF-<10 years-<1 year-games_video,0
AF-<15 years-<1 year-games_video,0
AF->15 years-<1 year-games_video,0
AF-undefined-<1 year-games_video,0
USA-< 7 years-<3 year-games_video,3
USA-<10 years-<3 year-games_video,96
USA-<15 years-<3 year-games_video,100
USA->15 years-<3 year-games_video,16
USA-undefined-<3 year-games_video,0
EU-< 7 years-<3 year-games_video,0
EU-<10 years-<3 year-games_video,37
EU-<15 years-<3 year-games_video,36
EU->15 years-<3 year-games_video,3
EU-undefined-<3 year-games_video,0
ASIA-< 7 years-<3 year-games_video,0
ASIA-<10 years-<3 year-games_video,11
ASIA-<15 years-<3 year-games_video,17
ASIA->15 years-<3 year-games_video,2
ASIA-undefined-<3 year-games_video,0
CAN-< 7 years-<3 year-games_video,0
CAN-<10 years-<3 year-games_video,4
CAN-<15 years-<3 year-games_video,3
CAN->15 years-<3 year-games_video,0
CAN-undefined-<3 year-games_video,0
OC-< 7 years-<3 year-games_video,0
OC-<10 years-<3 year-games_video,1
OC-<15 years-<3 year-games_video,1
OC->15 years-<3 year-games_video,0
OC-undefined-<3 year-games_video,0
SA-< 7 years-<3 year-games_video,0
SA-<10 years-<3 year-games_video,1
SA-<15 years-<3 year-games_video,2
SA->15 years-<3 year-games_video,0
SA-undefined-<3 year-games_video,0
AF-< 7 years-<3 year-games_video,0
AF-<10 years-<3 year-games_video,1
AF-<15 years-<3 year-games_video,2
AF->15 years-<3 year-games_video,0
AF-undefined-<3 year-games_video,0
USA-< 7 years->3 year-games_video,0
USA-<10 years->3 year-games_video,2
USA-<15 years->3 year-games_video,44
USA->15 years->3 year-games_video,74
USA-undefined->3 year-games_video,0
EU-< 7 years->3 year-games_video,0
EU-<10 years->3 year-games_video,7
EU-<15 years->3 year-games_video,24
EU->15 years->3 year-games_video,37
EU-undefined->3 year-games_video,0
ASIA-< 7 years->3 year-games_video,0
ASIA-<10 years->3 year-games_video,1
ASIA-<15 years->3 year-games_video,8
ASIA->15 years->3 year-games_video,7
ASIA-undefined->3 year-games_video,0
CAN-< 7 years->3 year-games_video,0
CAN-<10 years->3 year-games_video,0
CAN-<15 years->3 year-games_video,2
CAN->15 years->3 year-games_video,4
CAN-undefined->3 year-games_video,0
OC-< 7 years->3 year-games_video,0
OC-<10 years->3 year-games_video,1
OC-<15 years->3 year-games_video,2
OC->15 years->3 year-games_video,1
OC-undefined->3 year-games_video,0
SA-< 7 years->3 year-games_video,0
SA-<10 years->3 year-games_video,0
SA-<15 years->3 year-games_video,3
SA->15 years->3 year-games_video,1
SA-undefined->3 year-games_video,0
AF-< 7 years->3 year-games_video,0
AF-<10 years->3 year-games_video,0
AF-<15 years->3 year-games_video,1
AF->15 years->3 year-games_video,1
AF-undefined->3 year-games_video,0
USA-< 7 years-no_fund-games_video,80
USA-<10 years-no_fund-games_video,341
USA-<15 years-no_fund-games_video,383
USA->15 years-no_fund-games_video,579
USA-undefined-no_fund-games_video,0
EU-< 7 years-no_fund-games_video,52
EU-<10 years-no_fund-games_video,194
EU-<15 years-no_fund-games_video,231
EU->15 years-no_fund-games_video,227
EU-undefined-no_fund-games_video,0
ASIA-< 7 years-no_fund-games_video,21
ASIA-<10 years-no_fund-games_video,67
ASIA-<15 years-no_fund-games_video,73
ASIA->15 years-no_fund-games_video,80
ASIA-undefined-no_fund-games_video,0
CAN-< 7 years-no_fund-games_video,13
CAN-<10 years-no_fund-games_video,30
CAN-<15 years-no_fund-games_video,35
CAN->15 years-no_fund-games_video,43
CAN-undefined-no_fund-games_video,0
OC-< 7 years-no_fund-games_video,3
OC-<10 years-no_fund-games_video,19
OC-<15 years-no_fund-games_video,11
OC->15 years-no_fund-games_video,13
OC-undefined-no_fund-games_video,0
SA-< 7 years-no_fund-games_video,4
SA-<10 years-no_fund-games_video,19
SA-<15 years-no_fund-games_video,13
SA->15 years-no_fund-games_video,12
SA-undefined-no_fund-games_video,0
AF-< 7 years-no_fund-games_video,1
AF-<10 years-no_fund-games_video,5
AF-<15 years-no_fund-games_video,2
AF->15 years-no_fund-games_video,2
AF-undefined-no_fund-games_video,0
USA-< 7 years-<1 month-mobile,38
USA-<10 years-<1 month-mobile,86
USA-<15 years-<1 month-mobile,40
USA->15 years-<1 month-mobile,6
USA-undefined-<1 month-mobile,0
EU-< 7 years-<1 month-mobile,26
EU-<10 years-<1 month-mobile,38
EU-<15 years-<1 month-mobile,19
EU->15 years-<1 month-mobile,4
EU-undefined-<1 month-mobile,0
ASIA-< 7 years-<1 month-mobile,10
ASIA-<10 years-<1 month-mobile,17
ASIA-<15 years-<1 month-mobile,10
ASIA->15 years-<1 month-mobile,0
ASIA-undefined-<1 month-mobile,0
CAN-< 7 years-<1 month-mobile,3
CAN-<10 years-<1 month-mobile,7
CAN-<15 years-<1 month-mobile,3
CAN->15 years-<1 month-mobile,0
CAN-undefined-<1 month-mobile,0
OC-< 7 years-<1 month-mobile,0
OC-<10 years-<1 month-mobile,0
OC-<15 years-<1 month-mobile,3
OC->15 years-<1 month-mobile,1
OC-undefined-<1 month-mobile,0
SA-< 7 years-<1 month-mobile,3
SA-<10 years-<1 month-mobile,3
SA-<15 years-<1 month-mobile,2
SA->15 years-<1 month-mobile,1
SA-undefined-<1 month-mobile,0
AF-< 7 years-<1 month-mobile,1
AF-<10 years-<1 month-mobile,5
AF-<15 years-<1 month-mobile,0
AF->15 years-<1 month-mobile,0
AF-undefined-<1 month-mobile,0
USA-< 7 years-<1 year-mobile,68
USA-<10 years-<1 year-mobile,174
USA-<15 years-<1 year-mobile,68
USA->15 years-<1 year-mobile,10
USA-undefined-<1 year-mobile,0
EU-< 7 years-<1 year-mobile,33
EU-<10 years-<1 year-mobile,52
EU-<15 years-<1 year-mobile,15
EU->15 years-<1 year-mobile,1
EU-undefined-<1 year-mobile,0
ASIA-< 7 years-<1 year-mobile,10
ASIA-<10 years-<1 year-mobile,25
ASIA-<15 years-<1 year-mobile,6
ASIA->15 years-<1 year-mobile,0
ASIA-undefined-<1 year-mobile,0
CAN-< 7 years-<1 year-mobile,3
CAN-<10 years-<1 year-mobile,7
