CAN-<15 years-<1 year-mobile,3
CAN->15 years-<1 year-mobile,0
CAN-undefined-<1 year-mobile,0
OC-< 7 years-<1 year-mobile,2
OC-<10 years-<1 year-mobile,5
OC-<15 years-<1 year-mobile,0
OC->15 years-<1 year-mobile,0
OC-undefined-<1 year-mobile,0
SA-< 7 years-<1 year-mobile,4
SA-<10 years-<1 year-mobile,6
SA-<15 years-<1 year-mobile,1
SA->15 years-<1 year-mobile,0
SA-undefined-<1 year-mobile,0
AF-< 7 years-<1 year-mobile,1
AF-<10 years-<1 year-mobile,1
AF-<15 years-<1 year-mobile,1
AF->15 years-<1 year-mobile,0
AF-undefined-<1 year-mobile,0
USA-< 7 years-<3 year-mobile,10
USA-<10 years-<3 year-mobile,228
USA-<15 years-<3 year-mobile,95
USA->15 years-<3 year-mobile,25
USA-undefined-<3 year-mobile,0
EU-< 7 years-<3 year-mobile,2
EU-<10 years-<3 year-mobile,72
EU-<15 years-<3 year-mobile,31
EU->15 years-<3 year-mobile,6
EU-undefined-<3 year-mobile,0
ASIA-< 7 years-<3 year-mobile,2
ASIA-<10 years-<3 year-mobile,22
ASIA-<15 years-<3 year-mobile,16
ASIA->15 years-<3 year-mobile,4
ASIA-undefined-<3 year-mobile,0
CAN-< 7 years-<3 year-mobile,1
CAN-<10 years-<3 year-mobile,10
CAN-<15 years-<3 year-mobile,6
CAN->15 years-<3 year-mobile,6
CAN-undefined-<3 year-mobile,0
OC-< 7 years-<3 year-mobile,0
OC-<10 years-<3 year-mobile,5
OC-<15 years-<3 year-mobile,0
OC->15 years-<3 year-mobile,1
OC-undefined-<3 year-mobile,0
SA-< 7 years-<3 year-mobile,0
SA-<10 years-<3 year-mobile,4
SA-<15 years-<3 year-mobile,0
SA->15 years-<3 year-mobile,0
SA-undefined-<3 year-mobile,0
AF-< 7 years-<3 year-mobile,0
AF-<10 years-<3 year-mobile,1
AF-<15 years-<3 year-mobile,1
AF->15 years-<3 year-mobile,0
AF-undefined-<3 year-mobile,0
USA-< 7 years->3 year-mobile,0
USA-<10 years->3 year-mobile,13
USA-<15 years->3 year-mobile,84
USA->15 years->3 year-mobile,134
USA-undefined->3 year-mobile,0
EU-< 7 years->3 year-mobile,0
EU-<10 years->3 year-mobile,5
EU-<15 years->3 year-mobile,29
EU->15 years->3 year-mobile,44
EU-undefined->3 year-mobile,0
ASIA-< 7 years->3 year-mobile,0
ASIA-<10 years->3 year-mobile,4
ASIA-<15 years->3 year-mobile,8
ASIA->15 years->3 year-mobile,20
ASIA-undefined->3 year-mobile,0
CAN-< 7 years->3 year-mobile,0
CAN-<10 years->3 year-mobile,0
CAN-<15 years->3 year-mobile,7
CAN->15 years->3 year-mobile,4
CAN-undefined->3 year-mobile,0
OC-< 7 years->3 year-mobile,0
OC-<10 years->3 year-mobile,1
OC-<15 years->3 year-mobile,4
OC->15 years->3 year-mobile,0
OC-undefined->3 year-mobile,0
SA-< 7 years->3 year-mobile,0
SA-<10 years->3 year-mobile,0
SA-<15 years->3 year-mobile,2
SA->15 years->3 year-mobile,0
SA-undefined->3 year-mobile,0
AF-< 7 years->3 year-mobile,0
AF-<10 years->3 year-mobile,1
AF-<15 years->3 year-mobile,2
AF->15 years->3 year-mobile,2
AF-undefined->3 year-mobile,0
USA-< 7 years-no_fund-mobile,139
USA-<10 years-no_fund-mobile,493
USA-<15 years-no_fund-mobile,306
USA->15 years-no_fund-mobile,553
USA-undefined-no_fund-mobile,0
EU-< 7 years-no_fund-mobile,74
EU-<10 years-no_fund-mobile,272
EU-<15 years-no_fund-mobile,205
EU->15 years-no_fund-mobile,259
EU-undefined-no_fund-mobile,0
ASIA-< 7 years-no_fund-mobile,39
ASIA-<10 years-no_fund-mobile,109
ASIA-<15 years-no_fund-mobile,76
ASIA->15 years-no_fund-mobile,135
ASIA-undefined-no_fund-mobile,0
CAN-< 7 years-no_fund-mobile,11
CAN-<10 years-no_fund-mobile,55
CAN-<15 years-no_fund-mobile,35
CAN->15 years-no_fund-mobile,53
CAN-undefined-no_fund-mobile,0
OC-< 7 years-no_fund-mobile,3
OC-<10 years-no_fund-mobile,13
OC-<15 years-no_fund-mobile,13
OC->15 years-no_fund-mobile,21
OC-undefined-no_fund-mobile,0
SA-< 7 years-no_fund-mobile,3
SA-<10 years-no_fund-mobile,15
SA-<15 years-no_fund-mobile,4
SA->15 years-no_fund-mobile,9
SA-undefined-no_fund-mobile,0
AF-< 7 years-no_fund-mobile,5
AF-<10 years-no_fund-mobile,10
AF-<15 years-no_fund-mobile,4
AF->15 years-no_fund-mobile,10
AF-undefined-no_fund-mobile,0
USA-< 7 years-<1 month-advertising,16
USA-<10 years-<1 month-advertising,60
USA-<15 years-<1 month-advertising,47
USA->15 years-<1 month-advertising,6
USA-undefined-<1 month-advertising,0
EU-< 7 years-<1 month-advertising,9
EU-<10 years-<1 month-advertising,13
EU-<15 years-<1 month-advertising,11
EU->15 years-<1 month-advertising,0
EU-undefined-<1 month-advertising,0
ASIA-< 7 years-<1 month-advertising,6
ASIA-<10 years-<1 month-advertising,12
ASIA-<15 years-<1 month-advertising,5
ASIA->15 years-<1 month-advertising,0
ASIA-undefined-<1 month-advertising,0
CAN-< 7 years-<1 month-advertising,2
CAN-<10 years-<1 month-advertising,3
CAN-<15 years-<1 month-advertising,3
CAN->15 years-<1 month-advertising,0
CAN-undefined-<1 month-advertising,0
OC-< 7 years-<1 month-advertising,0
OC-<10 years-<1 month-advertising,2
OC-<15 years-<1 month-advertising,1
OC->15 years-<1 month-advertising,0
OC-undefined-<1 month-advertising,0
SA-< 7 years-<1 month-advertising,2
SA-<10 years-<1 month-advertising,6
SA-<15 years-<1 month-advertising,1
SA->15 years-<1 month-advertising,0
SA-undefined-<1 month-advertising,0
AF-< 7 years-<1 month-advertising,0
AF-<10 years-<1 month-advertising,0
AF-<15 years-<1 month-advertising,1
AF->15 years-<1 month-advertising,0
AF-undefined-<1 month-advertising,0
USA-< 7 years-<1 year-advertising,21
USA-<10 years-<1 year-advertising,95
USA-<15 years-<1 year-advertising,73
USA->15 years-<1 year-advertising,4
USA-undefined-<1 year-advertising,0
EU-< 7 years-<1 year-advertising,8
EU-<10 years-<1 year-advertising,19
EU-<15 years-<1 year-advertising,18
EU->15 years-<1 year-advertising,1
EU-undefined-<1 year-advertising,0
ASIA-< 7 years-<1 year-advertising,3
ASIA-<10 years-<1 year-advertising,9
ASIA-<15 years-<1 year-advertising,9
ASIA->15 years-<1 year-advertising,0
ASIA-undefined-<1 year-advertising,0
CAN-< 7 years-<1 year-advertising,1
CAN-<10 years-<1 year-advertising,3
CAN-<15 years-<1 year-advertising,4
CAN->15 years-<1 year-advertising,0
CAN-undefined-<1 year-advertising,0
OC-< 7 years-<1 year-advertising,0
OC-<10 years-<1 year-advertising,1
OC-<15 years-<1 year-advertising,0
OC->15 years-<1 year-advertising,0
OC-undefined-<1 year-advertising,0
SA-< 7 years-<1 year-advertising,1
SA-<10 years-<1 year-advertising,2
SA-<15 years-<1 year-advertising,1
SA->15 years-<1 year-advertising,0
SA-undefined-<1 year-advertising,0
AF-< 7 years-<1 year-advertising,0
AF-<10 years-<1 year-advertising,0
AF-<15 years-<1 year-advertising,1
AF->15 years-<1 year-advertising,0
AF-undefined-<1 year-advertising,0
USA-< 7 years-<3 year-advertising,2
USA-<10 years-<3 year-advertising,78
USA-<15 years-<3 year-advertising,128
USA->15 years-<3 year-advertising,17
USA-undefined-<3 year-advertising,0
EU-< 7 years-<3 year-advertising,2
EU-<10 years-<3 year-advertising,33
EU-<15 years-<3 year-advertising,24
EU->15 years-<3 year-advertising,0
EU-undefined-<3 year-advertising,0
ASIA-< 7 years-<3 year-advertising,0
ASIA-<10 years-<3 year-advertising,15
ASIA-<15 years-<3 year-advertising,14
ASIA->15 years-<3 year-advertising,1
ASIA-undefined-<3 year-advertising,0
CAN-< 7 years-<3 year-advertising,0
CAN-<10 years-<3 year-advertising,6
CAN-<15 years-<3 year-advertising,7
CAN->15 years-<3 year-advertising,0
CAN-undefined-<3 year-advertising,0
OC-< 7 years-<3 year-advertising,0
OC-<10 years-<3 year-advertising,2
OC-<15 years-<3 year-advertising,2
OC->15 years-<3 year-advertising,0
OC-undefined-<3 year-advertising,0
SA-< 7 years-<3 year-advertising,0
SA-<10 years-<3 year-advertising,4
SA-<15 years-<3 year-advertising,2
SA->15 years-<3 year-advertising,0
SA-undefined-<3 year-advertising,0
AF-< 7 years-<3 year-advertising,0
AF-<10 years-<3 year-advertising,1
AF-<15 years-<3 year-advertising,0
AF->15 years-<3 year-advertising,0
AF-undefined-<3 year-advertising,0
USA-< 7 years->3 year-advertising,0
USA-<10 years->3 year-advertising,12
USA-<15 years->3 year-advertising,64
USA->15 years->3 year-advertising,74
USA-undefined->3 year-advertising,0
EU-< 7 years->3 year-advertising,0
EU-<10 years->3 year-advertising,2
EU-<15 years->3 year-advertising,19
EU->15 years->3 year-advertising,17
EU-undefined->3 year-advertising,0
ASIA-< 7 years->3 year-advertising,0
ASIA-<10 years->3 year-advertising,0
ASIA-<15 years->3 year-advertising,12
ASIA->15 years->3 year-advertising,8
ASIA-undefined->3 year-advertising,0
CAN-< 7 years->3 year-advertising,0
CAN-<10 years->3 year-advertising,0
CAN-<15 years->3 year-advertising,2
CAN->15 years->3 year-advertising,5
CAN-undefined->3 year-advertising,0
OC-< 7 years->3 year-advertising,0
OC-<10 years->3 year-advertising,1
OC-<15 years->3 year-advertising,1
OC->15 years->3 year-advertising,0
OC-undefined->3 year-advertising,0
SA-< 7 years->3 year-advertising,0
SA-<10 years->3 year-advertising,0
SA-<15 years->3 year-advertising,0
SA->15 years->3 year-advertising,0
SA-undefined->3 year-advertising,0
AF-< 7 years->3 year-advertising,0
AF-<10 years->3 year-advertising,0
AF-<15 years->3 year-advertising,0
AF->15 years->3 year-advertising,0
AF-undefined->3 year-advertising,0
USA-< 7 years-no_fund-advertising,114
USA-<10 years-no_fund-advertising,478
USA-<15 years-no_fund-advertising,508
USA->15 years-no_fund-advertising,797
USA-undefined-no_fund-advertising,0
EU-< 7 years-no_fund-advertising,73
EU-<10 years-no_fund-advertising,200
EU-<15 years-no_fund-advertising,198
EU->15 years-no_fund-advertising,240
EU-undefined-no_fund-advertising,0
ASIA-< 7 years-no_fund-advertising,38
ASIA-<10 years-no_fund-advertising,121
ASIA-<15 years-no_fund-advertising,111
ASIA->15 years-no_fund-advertising,122
ASIA-undefined-no_fund-advertising,0
CAN-< 7 years-no_fund-advertising,11
CAN-<10 years-no_fund-advertising,43
CAN-<15 years-no_fund-advertising,40
CAN->15 years-no_fund-advertising,59
CAN-undefined-no_fund-advertising,0
OC-< 7 years-no_fund-advertising,5
OC-<10 years-no_fund-advertising,17
OC-<15 years-no_fund-advertising,30
OC->15 years-no_fund-advertising,28
OC-undefined-no_fund-advertising,0
SA-< 7 years-no_fund-advertising,9
SA-<10 years-no_fund-advertising,22
SA-<15 years-no_fund-advertising,13
SA->15 years-no_fund-advertising,20
SA-undefined-no_fund-advertising,0
AF-< 7 years-no_fund-advertising,5
AF-<10 years-no_fund-advertising,20
AF-<15 years-no_fund-advertising,5
AF->15 years-no_fund-advertising,5
AF-undefined-no_fund-advertising,0
USA-< 7 years-<1 month-consulting,4
USA-<10 years-<1 month-consulting,7
USA-<15 years-<1 month-consulting,7
USA->15 years-<1 month-consulting,5
USA-undefined-<1 month-consulting,0
EU-< 7 years-<1 month-consulting,3
EU-<10 years-<1 month-consulting,7
EU-<15 years-<1 month-consulting,5
EU->15 years-<1 month-consulting,2
EU-undefined-<1 month-consulting,0
ASIA-< 7 years-<1 month-consulting,1
ASIA-<10 years-<1 month-consulting,4
ASIA-<15 years-<1 month-consulting,2
ASIA->15 years-<1 month-consulting,1
ASIA-undefined-<1 month-consulting,0
CAN-< 7 years-<1 month-consulting,0
CAN-<10 years-<1 month-consulting,0
CAN-<15 years-<1 month-consulting,0
CAN->15 years-<1 month-consulting,0
CAN-undefined-<1 month-consulting,0
OC-< 7 years-<1 month-consulting,0
OC-<10 years-<1 month-consulting,0
OC-<15 years-<1 month-consulting,1
OC->15 years-<1 month-consulting,0
OC-undefined-<1 month-consulting,0
SA-< 7 years-<1 month-consulting,0
SA-<10 years-<1 month-consulting,0
SA-<15 years-<1 month-consulting,0
SA->15 years-<1 month-consulting,0
SA-undefined-<1 month-consulting,0
AF-< 7 years-<1 month-consulting,0
AF-<10 years-<1 month-consulting,1
AF-<15 years-<1 month-consulting,1
AF->15 years-<1 month-consulting,0
AF-undefined-<1 month-consulting,0
USA-< 7 years-<1 year-consulting,5
USA-<10 years-<1 year-consulting,10
USA-<15 years-<1 year-consulting,5
USA->15 years-<1 year-consulting,2
USA-undefined-<1 year-consulting,0
EU-< 7 years-<1 year-consulting,1
EU-<10 years-<1 year-consulting,0
EU-<15 years-<1 year-consulting,3
EU->15 years-<1 year-consulting,1
EU-undefined-<1 year-consulting,0
ASIA-< 7 years-<1 year-consulting,0
ASIA-<10 years-<1 year-consulting,1
ASIA-<15 years-<1 year-consulting,1
ASIA->15 years-<1 year-consulting,0
ASIA-undefined-<1 year-consulting,0
CAN-< 7 years-<1 year-consulting,0
CAN-<10 years-<1 year-consulting,0
CAN-<15 years-<1 year-consulting,1
CAN->15 years-<1 year-consulting,0
CAN-undefined-<1 year-consulting,0
OC-< 7 years-<1 year-consulting,0
OC-<10 years-<1 year-consulting,0
OC-<15 years-<1 year-consulting,0
OC->15 years-<1 year-consulting,0
OC-undefined-<1 year-consulting,0
SA-< 7 years-<1 year-consulting,0
SA-<10 years-<1 year-consulting,0
SA-<15 years-<1 year-consulting,0
SA->15 years-<1 year-consulting,0
SA-undefined-<1 year-consulting,0
AF-< 7 years-<1 year-consulting,0
AF-<10 years-<1 year-consulting,0
AF-<15 years-<1 year-consulting,0
AF->15 years-<1 year-consulting,0
AF-undefined-<1 year-consulting,0
USA-< 7 years-<3 year-consulting,0
USA-<10 years-<3 year-consulting,13
USA-<15 years-<3 year-consulting,14
USA->15 years-<3 year-consulting,1
USA-undefined-<3 year-consulting,0
EU-< 7 years-<3 year-consulting,1
EU-<10 years-<3 year-consulting,5
EU-<15 years-<3 year-consulting,3
EU->15 years-<3 year-consulting,0
EU-undefined-<3 year-consulting,0
ASIA-< 7 years-<3 year-consulting,0
ASIA-<10 years-<3 year-consulting,3
ASIA-<15 years-<3 year-consulting,0
ASIA->15 years-<3 year-consulting,0
ASIA-undefined-<3 year-consulting,0
CAN-< 7 years-<3 year-consulting,0
CAN-<10 years-<3 year-consulting,1
CAN-<15 years-<3 year-consulting,0
CAN->15 years-<3 year-consulting,0
CAN-undefined-<3 year-consulting,0
OC-< 7 years-<3 year-consulting,0
OC-<10 years-<3 year-consulting,0
OC-<15 years-<3 year-consulting,1
OC->15 years-<3 year-consulting,0
OC-undefined-<3 year-consulting,0
SA-< 7 years-<3 year-consulting,0
SA-<10 years-<3 year-consulting,0
SA-<15 years-<3 year-consulting,0
SA->15 years-<3 year-consulting,0
SA-undefined-<3 year-consulting,0
AF-< 7 years-<3 year-consulting,0
AF-<10 years-<3 year-consulting,1
AF-<15 years-<3 year-consulting,0
AF->15 years-<3 year-consulting,0
AF-undefined-<3 year-consulting,0
USA-< 7 years->3 year-consulting,0
USA-<10 years->3 year-consulting,1
USA-<15 years->3 year-consulting,19
USA->15 years->3 year-consulting,67
USA-undefined->3 year-consulting,0
EU-< 7 years->3 year-consulting,0
EU-<10 years->3 year-consulting,0
EU-<15 years->3 year-consulting,4
EU->15 years->3 year-consulting,15
EU-undefined->3 year-consulting,0
ASIA-< 7 years->3 year-consulting,0
ASIA-<10 years->3 year-consulting,2
ASIA-<15 years->3 year-consulting,1
ASIA->15 years->3 year-consulting,7
ASIA-undefined->3 year-consulting,0
CAN-< 7 years->3 year-consulting,0
CAN-<10 years->3 year-consulting,0
CAN-<15 years->3 year-consulting,1
CAN->15 years->3 year-consulting,3
CAN-undefined->3 year-consulting,0
OC-< 7 years->3 year-consulting,0
OC-<10 years->3 year-consulting,0
OC-<15 years->3 year-consulting,0
OC->15 years->3 year-consulting,0
OC-undefined->3 year-consulting,0
SA-< 7 years->3 year-consulting,0
SA-<10 years->3 year-consulting,0
SA-<15 years->3 year-consulting,0
SA->15 years->3 year-consulting,2
SA-undefined->3 year-consulting,0
AF-< 7 years->3 year-consulting,0
AF-<10 years->3 year-consulting,0
AF-<15 years->3 year-consulting,0
AF->15 years->3 year-consulting,1
AF-undefined->3 year-consulting,0
USA-< 7 years-no_fund-consulting,75
USA-<10 years-no_fund-consulting,293
USA-<15 years-no_fund-consulting,477
USA->15 years-no_fund-consulting,1009
USA-undefined-no_fund-consulting,0
EU-< 7 years-no_fund-consulting,43
EU-<10 years-no_fund-consulting,140
EU-<15 years-no_fund-consulting,226
EU->15 years-no_fund-consulting,322
EU-undefined-no_fund-consulting,0
ASIA-< 7 years-no_fund-consulting,25
ASIA-<10 years-no_fund-consulting,96
ASIA-<15 years-no_fund-consulting,133
ASIA->15 years-no_fund-consulting,122
ASIA-undefined-no_fund-consulting,0
CAN-< 7 years-no_fund-consulting,4
CAN-<10 years-no_fund-consulting,26
CAN-<15 years-no_fund-consulting,40
CAN->15 years-no_fund-consulting,65
CAN-undefined-no_fund-consulting,0
OC-< 7 years-no_fund-consulting,5
OC-<10 years-no_fund-consulting,22
OC-<15 years-no_fund-consulting,11
OC->15 years-no_fund-consulting,42
OC-undefined-no_fund-consulting,0
SA-< 7 years-no_fund-consulting,5
SA-<10 years-no_fund-consulting,11
SA-<15 years-no_fund-consulting,7
SA->15 years-no_fund-consulting,20
SA-undefined-no_fund-consulting,0
AF-< 7 years-no_fund-consulting,3
AF-<10 years-no_fund-consulting,5
AF-<15 years-no_fund-consulting,8
AF->15 years-no_fund-consulting,7
AF-undefined-no_fund-consulting,0
USA-< 7 years-<1 month-enterprise,18
USA-<10 years-<1 month-enterprise,58
USA-<15 years-<1 month-enterprise,59
USA->15 years-<1 month-enterprise,2
USA-undefined-<1 month-enterprise,0
EU-< 7 years-<1 month-enterprise,6
EU-<10 years-<1 month-enterprise,24
EU-<15 years-<1 month-enterprise,21
EU->15 years-<1 month-enterprise,1
EU-undefined-<1 month-enterprise,0
ASIA-< 7 years-<1 month-enterprise,2
ASIA-<10 years-<1 month-enterprise,4
ASIA-<15 years-<1 month-enterprise,1
ASIA->15 years-<1 month-enterprise,0
ASIA-undefined-<1 month-enterprise,0
CAN-< 7 years-<1 month-enterprise,2
CAN-<10 years-<1 month-enterprise,6
CAN-<15 years-<1 month-enterprise,4
CAN->15 years-<1 month-enterprise,0
CAN-undefined-<1 month-enterprise,0
OC-< 7 years-<1 month-enterprise,1
OC-<10 years-<1 month-enterprise,1
OC-<15 years-<1 month-enterprise,0
OC->15 years-<1 month-enterprise,0
OC-undefined-<1 month-enterprise,0
SA-< 7 years-<1 month-enterprise,0
SA-<10 years-<1 month-enterprise,1
SA-<15 years-<1 month-enterprise,1
SA->15 years-<1 month-enterprise,0
SA-undefined-<1 month-enterprise,0
AF-< 7 years-<1 month-enterprise,0
AF-<10 years-<1 month-enterprise,0
AF-<15 years-<1 month-enterprise,1
AF->15 years-<1 month-enterprise,0
AF-undefined-<1 month-enterprise,0
USA-< 7 years-<1 year-enterprise,34
USA-<10 years-<1 year-enterprise,132
USA-<15 years-<1 year-enterprise,69
USA->15 years-<1 year-enterprise,3
USA-undefined-<1 year-enterprise,0
EU-< 7 years-<1 year-enterprise,9
EU-<10 years-<1 year-enterprise,31
EU-<15 years-<1 year-enterprise,11
EU->15 years-<1 year-enterprise,0
EU-undefined-<1 year-enterprise,0
ASIA-< 7 years-<1 year-enterprise,5
ASIA-<10 years-<1 year-enterprise,4
ASIA-<15 years-<1 year-enterprise,1
ASIA->15 years-<1 year-enterprise,0
ASIA-undefined-<1 year-enterprise,0
CAN-< 7 years-<1 year-enterprise,3
CAN-<10 years-<1 year-enterprise,7
CAN-<15 years-<1 year-enterprise,1
CAN->15 years-<1 year-enterprise,0
CAN-undefined-<1 year-enterprise,0
OC-< 7 years-<1 year-enterprise,1
OC-<10 years-<1 year-enterprise,3
OC-<15 years-<1 year-enterprise,0
OC->15 years-<1 year-enterprise,0
OC-undefined-<1 year-enterprise,0
SA-< 7 years-<1 year-enterprise,1
SA-<10 years-<1 year-enterprise,3
SA-<15 years-<1 year-enterprise,0
SA->15 years-<1 year-enterprise,0
SA-undefined-<1 year-enterprise,0
AF-< 7 years-<1 year-enterprise,0
AF-<10 years-<1 year-enterprise,0
AF-<15 years-<1 year-enterprise,0
AF->15 years-<1 year-enterprise,0
AF-undefined-<1 year-enterprise,0
USA-< 7 years-<3 year-enterprise,3
USA-<10 years-<3 year-enterprise,158
USA-<15 years-<3 year-enterprise,154
USA->15 years-<3 year-enterprise,26
USA-undefined-<3 year-enterprise,0
EU-< 7 years-<3 year-enterprise,3
EU-<10 years-<3 year-enterprise,31
EU-<15 years-<3 year-enterprise,23
EU->15 years-<3 year-enterprise,2
EU-undefined-<3 year-enterprise,0
ASIA-< 7 years-<3 year-enterprise,0
ASIA-<10 years-<3 year-enterprise,20
ASIA-<15 years-<3 year-enterprise,6
ASIA->15 years-<3 year-enterprise,4
ASIA-undefined-<3 year-enterprise,0
CAN-< 7 years-<3 year-enterprise,0
CAN-<10 years-<3 year-enterprise,9
CAN-<15 years-<3 year-enterprise,6
CAN->15 years-<3 year-enterprise,0
CAN-undefined-<3 year-enterprise,0
OC-< 7 years-<3 year-enterprise,0
OC-<10 years-<3 year-enterprise,3
OC-<15 years-<3 year-enterprise,1
OC->15 years-<3 year-enterprise,0
OC-undefined-<3 year-enterprise,0
SA-< 7 years-<3 year-enterprise,0
SA-<10 years-<3 year-enterprise,1
SA-<15 years-<3 year-enterprise,0
SA->15 years-<3 year-enterprise,0
SA-undefined-<3 year-enterprise,0
AF-< 7 years-<3 year-enterprise,0
AF-<10 years-<3 year-enterprise,1
AF-<15 years-<3 year-enterprise,0
AF->15 years-<3 year-enterprise,0
AF-undefined-<3 year-enterprise,0
USA-< 7 years->3 year-enterprise,0
USA-<10 years->3 year-enterprise,14
USA-<15 years->3 year-enterprise,113
USA->15 years->3 year-enterprise,196
USA-undefined->3 year-enterprise,0
EU-< 7 years->3 year-enterprise,0
EU-<10 years->3 year-enterprise,7
EU-<15 years->3 year-enterprise,17
EU->15 years->3 year-enterprise,29
EU-undefined->3 year-enterprise,0
ASIA-< 7 years->3 year-enterprise,0
ASIA-<10 years->3 year-enterprise,2
ASIA-<15 years->3 year-enterprise,7
ASIA->15 years->3 year-enterprise,7
ASIA-undefined->3 year-enterprise,0
CAN-< 7 years->3 year-enterprise,0
CAN-<10 years->3 year-enterprise,0
CAN-<15 years->3 year-enterprise,6
CAN->15 years->3 year-enterprise,14
CAN-undefined->3 year-enterprise,0
OC-< 7 years->3 year-enterprise,0
OC-<10 years->3 year-enterprise,0
OC-<15 years->3 year-enterprise,1
OC->15 years->3 year-enterprise,1
OC-undefined->3 year-enterprise,0
SA-< 7 years->3 year-enterprise,0
SA-<10 years->3 year-enterprise,0
SA-<15 years->3 year-enterprise,2
SA->15 years->3 year-enterprise,0
SA-undefined->3 year-enterprise,0
AF-< 7 years->3 year-enterprise,0
AF-<10 years->3 year-enterprise,0
AF-<15 years->3 year-enterprise,0
AF->15 years->3 year-enterprise,0
AF-undefined->3 year-enterprise,0
USA-< 7 years-no_fund-enterprise,76
USA-<10 years-no_fund-enterprise,174
USA-<15 years-no_fund-enterprise,198
USA->15 years-no_fund-enterprise,588
USA-undefined-no_fund-enterprise,0
EU-< 7 years-no_fund-enterprise,37
EU-<10 years-no_fund-enterprise,132
EU-<15 years-no_fund-enterprise,103
EU->15 years-no_fund-enterprise,198
EU-undefined-no_fund-enterprise,0
ASIA-< 7 years-no_fund-enterprise,16
ASIA-<10 years-no_fund-enterprise,51
ASIA-<15 years-no_fund-enterprise,49
ASIA->15 years-no_fund-enterprise,84
ASIA-undefined-no_fund-enterprise,0
CAN-< 7 years-no_fund-enterprise,7
CAN-<10 years-no_fund-enterprise,15
CAN-<15 years-no_fund-enterprise,25
CAN->15 years-no_fund-enterprise,89
CAN-undefined-no_fund-enterprise,0
OC-< 7 years-no_fund-enterprise,7
OC-<10 years-no_fund-enterprise,15
OC-<15 years-no_fund-enterprise,13
OC->15 years-no_fund-enterprise,31
OC-undefined-no_fund-enterprise,0
SA-< 7 years-no_fund-enterprise,5
SA-<10 years-no_fund-enterprise,10
SA-<15 years-no_fund-enterprise,6
SA->15 years-no_fund-enterprise,6
SA-undefined-no_fund-enterprise,0
AF-< 7 years-no_fund-enterprise,1
AF-<10 years-no_fund-enterprise,4
AF-<15 years-no_fund-enterprise,5
AF->15 years-no_fund-enterprise,5
AF-undefined-no_fund-enterprise,0
USA-< 7 years-<1 month-biotech,4
USA-<10 years-<1 month-biotech,19
USA-<15 years-<1 month-biotech,7
USA->15 years-<1 month-biotech,2
USA-undefined-<1 month-biotech,0
EU-< 7 years-<1 month-biotech,0
EU-<10 years-<1 month-biotech,4
EU-<15 years-<1 month-biotech,8
EU->15 years-<1 month-biotech,0
EU-undefined-<1 month-biotech,0
ASIA-< 7 years-<1 month-biotech,0
ASIA-<10 years-<1 month-biotech,0
ASIA-<15 years-<1 month-biotech,0
ASIA->15 years-<1 month-biotech,0
ASIA-undefined-<1 month-biotech,0
CAN-< 7 years-<1 month-biotech,1
CAN-<10 years-<1 month-biotech,1
CAN-<15 years-<1 month-biotech,0
CAN->15 years-<1 month-biotech,0
CAN-undefined-<1 month-biotech,0
OC-< 7 years-<1 month-biotech,0
OC-<10 years-<1 month-biotech,0
OC-<15 years-<1 month-biotech,0
OC->15 years-<1 month-biotech,0
OC-undefined-<1 month-biotech,0
SA-< 7 years-<1 month-biotech,0
SA-<10 years-<1 month-biotech,1
SA-<15 years-<1 month-biotech,0
SA->15 years-<1 month-biotech,0
SA-undefined-<1 month-biotech,0
AF-< 7 years-<1 month-biotech,0
AF-<10 years-<1 month-biotech,0
AF-<15 years-<1 month-biotech,0
AF->15 years-<1 month-biotech,0
AF-undefined-<1 month-biotech,0
USA-< 7 years-<1 year-biotech,26
USA-<10 years-<1 year-biotech,99
USA-<15 years-<1 year-biotech,46
USA->15 years-<1 year-biotech,1
USA-undefined-<1 year-biotech,0
EU-< 7 years-<1 year-biotech,9
EU-<10 years-<1 year-biotech,11
EU-<15 years-<1 year-biotech,8
EU->15 years-<1 year-biotech,0
EU-undefined-<1 year-biotech,0
ASIA-< 7 years-<1 year-biotech,0
ASIA-<10 years-<1 year-biotech,0
ASIA-<15 years-<1 year-biotech,1
ASIA->15 years-<1 year-biotech,0
ASIA-undefined-<1 year-biotech,0
CAN-< 7 years-<1 year-biotech,0
CAN-<10 years-<1 year-biotech,1
CAN-<15 years-<1 year-biotech,0
CAN->15 years-<1 year-biotech,0
CAN-undefined-<1 year-biotech,0
OC-< 7 years-<1 year-biotech,0
OC-<10 years-<1 year-biotech,2
OC-<15 years-<1 year-biotech,1
OC->15 years-<1 year-biotech,0
OC-undefined-<1 year-biotech,0
SA-< 7 years-<1 year-biotech,0
SA-<10 years-<1 year-biotech,0
SA-<15 years-<1 year-biotech,0
SA->15 years-<1 year-biotech,0
SA-undefined-<1 year-biotech,0
AF-< 7 years-<1 year-biotech,0
AF-<10 years-<1 year-biotech,0
AF-<15 years-<1 year-biotech,0
AF->15 years-<1 year-biotech,0
AF-undefined-<1 year-biotech,0
USA-< 7 years-<3 year-biotech,1
USA-<10 years-<3 year-biotech,214
USA-<15 years-<3 year-biotech,190
USA->15 years-<3 year-biotech,19
USA-undefined-<3 year-biotech,0
EU-< 7 years-<3 year-biotech,1
EU-<10 years-<3 year-biotech,19
EU-<15 years-<3 year-biotech,33
